kod,year_month,total_sales,balance
ЦБ014043,2022-05,2.0,4.0
ЦБ014043,2022-07,2.0,0.0
ЦБ014043,2022-08,2.0,0.0
ЦБ014043,2023-04,1.0,5.0
ЦБ014043,2023-08,2.0,3.0
ЦБ014043,2023-11,2.0,3.0
ЦБ014043,2024-02,2.0,0.0
ЦБ014043,2024-04,2.0,6.0
ЦБ014043,2024-07,2.0,2.0
ЦБ014044,2024-01,1.0,10.0
ЦБ014044,2024-06,1.0,4.0
ЦБ014046,2022-01,1.0,8.0
ЦБ014046,2022-03,2.0,6.0
ЦБ014046,2022-05,2.0,4.0
ЦБ014046,2022-06,2.0,6.0
ЦБ014046,2022-11,3.0,5.0
ЦБ014046,2023-03,1.0,2.0
ЦБ014046,2023-06,1.0,4.0
ЦБ014046,2024-02,2.0,1.0
ЦБ014046,2024-03,1.0,3.0
ЦБ014046,2024-04,1.0,5.0
ЦБ014046,2024-05,1.0,0.0
ЦБ014046,2024-07,1.0,2.0
ЦБ014052,2023-01,1.0,0.0
ЦБ014069,2022-02,2.0,0.0
ЦБ014069,2022-03,1.0,0.0
ЦБ014069,2023-09,2.0,4.0
ЦБ014069,2024-06,1.0,1.0
ЦБ014069,2024-07,2.0,1.0
ЦБ014070,2022-05,1.0,1.0
ЦБ014070,2023-01,2.0,5.0
ЦБ014070,2024-04,1.0,1.0
ЦБ014071,2022-04,1.0,2.0
ЦБ014071,2022-08,1.0,2.0
ЦБ014071,2023-11,1.0,0.0
ЦБ014072,2022-04,1.0,0.0
ЦБ014073,2022-03,2.0,7.0
ЦБ014073,2022-08,2.0,5.0
ЦБ014073,2022-10,4.0,4.0
ЦБ014073,2022-12,2.0,0.0
ЦБ014073,2023-01,2.0,2.0
ЦБ014073,2023-03,2.0,8.0
ЦБ014073,2023-06,2.0,4.0
ЦБ014073,2023-09,2.0,6.0
ЦБ014073,2023-10,4.0,14.0
ЦБ014073,2024-01,2.0,4.0
ЦБ014073,2024-03,6.0,10.0
ЦБ014076,2022-12,1.0,1.0
ЦБ014076,2023-08,1.0,4.0
ЦБ014101,2022-02,1.0,1.0
ЦБ014101,2023-02,1.0,2.0
ЦБ014101,2023-06,0.0,1.0
ЦБ014101,2024-01,1.0,0.0
ЦБ014112,2022-06,1.0,1.0
ЦБ014112,2022-09,1.0,4.0
ЦБ014112,2022-11,1.0,1.0
ЦБ014112,2023-01,1.0,4.0
ЦБ014112,2023-04,1.0,3.0
ЦБ014112,2023-06,1.0,2.0
ЦБ014112,2024-05,1.0,5.0
ЦБ014112,2024-07,1.0,2.0
ЦБ014113,2024-01,1.0,0.0
ЦБ014116,2023-11,1.0,0.0
ЦБ014117,2022-01,1.0,3.0
ЦБ014117,2022-05,1.0,2.0
ЦБ014117,2022-07,1.0,1.0
ЦБ014117,2022-09,1.0,2.0
ЦБ014117,2022-10,2.0,6.0
ЦБ014117,2023-01,0.0,4.0
ЦБ014117,2023-03,1.0,1.0
ЦБ014117,2023-05,2.0,4.0
ЦБ014117,2023-07,1.0,3.0
ЦБ014117,2023-11,1.0,3.0
ЦБ014117,2024-03,2.0,7.0
ЦБ014117,2024-04,2.0,10.0
ЦБ014117,2024-06,1.0,4.0
ЦБ014118,2022-05,2.0,6.0
ЦБ014118,2022-07,2.0,2.0
ЦБ014118,2022-09,2.0,0.0
ЦБ014118,2022-10,2.0,4.0
ЦБ014118,2023-01,0.0,6.0
ЦБ014118,2023-03,2.0,0.0
ЦБ014118,2023-05,2.0,8.0
ЦБ014118,2023-07,2.0,2.0
ЦБ014118,2023-11,2.0,14.0
ЦБ014118,2023-12,2.0,6.0
ЦБ014118,2024-03,4.0,8.0
ЦБ014118,2024-04,2.0,16.0
ЦБ014118,2024-06,2.0,6.0
ЦБ014119,2022-03,2.0,30.0
ЦБ014119,2022-05,0.0,90.0
ЦБ014119,2022-10,36.0,24.0
ЦБ014119,2023-01,16.0,40.0
ЦБ014119,2023-03,16.0,56.0
ЦБ014119,2023-05,16.0,56.0
ЦБ014119,2023-07,16.0,40.0
ЦБ014119,2023-09,16.0,72.0
ЦБ014119,2023-11,16.0,56.0
ЦБ014119,2023-12,16.0,56.0
ЦБ014119,2024-03,32.0,40.0
ЦБ014119,2024-04,16.0,72.0
ЦБ014119,2024-06,16.0,88.0
ЦБ014132,2022-01,2.0,5.0
ЦБ014132,2022-04,2.0,4.0
ЦБ014132,2022-05,1.0,6.0
ЦБ014132,2023-07,2.0,2.0
ЦБ014132,2023-10,2.0,0.0
ЦБ014132,2024-06,5.0,0.0
ЦБ014133,2022-02,2.0,1.0
ЦБ014133,2022-07,1.0,0.0
ЦБ014133,2022-11,2.0,11.0
ЦБ014133,2023-01,2.0,4.0
ЦБ014133,2023-04,3.0,5.0
ЦБ014133,2023-05,1.0,11.0
ЦБ014133,2023-06,4.0,11.0
ЦБ014133,2024-02,2.0,6.0
ЦБ014133,2024-03,2.0,2.0
ЦБ014133,2024-04,2.0,2.0
ЦБ014133,2024-06,2.0,10.0
ЦБ014134,2022-04,2.0,4.0
ЦБ014134,2022-07,0.0,11.0
ЦБ014134,2023-10,1.0,6.0
ЦБ014134,2024-04,2.0,4.0
ЦБ014143,2022-04,1.0,1.0
ЦБ014143,2022-06,1.0,2.0
ЦБ014155,2022-04,10.0,54.0
ЦБ014155,2022-09,2.0,52.0
ЦБ014155,2024-06,2.0,49.0
ЦБ014168,2023-09,2.0,0.0
ЦБ014170,2024-07,1.0,2.0
ЦБ014171,2023-09,2.0,2.0
ЦБ014171,2023-12,2.0,0.0
ЦБ014185,2023-07,1.0,0.0
ЦБ014187,2022-05,1.0,28.0
ЦБ014187,2024-04,1.0,27.0
ЦБ014190,2022-01,1.0,1.0
ЦБ014190,2023-05,1.0,0.0
ЦБ014191,2022-03,2.0,3.0
ЦБ014191,2023-03,2.0,2.0
ЦБ014191,2023-04,3.0,2.0
ЦБ014191,2023-11,1.0,1.0
ЦБ014191,2024-07,1.0,0.0
ЦБ014192,2022-05,1.0,2.0
ЦБ014192,2022-06,1.0,2.0
ЦБ014192,2024-01,1.0,0.0
ЦБ014192,2024-04,1.0,1.0
ЦБ014193,2022-08,1.0,4.0
ЦБ014193,2022-11,1.0,3.0
ЦБ014193,2023-03,3.0,0.0
ЦБ014193,2023-11,1.0,0.0
ЦБ014194,2023-05,1.0,2.0
ЦБ014194,2024-01,1.0,0.0
ЦБ014195,2022-05,1.0,1.0
ЦБ014195,2024-04,1.0,0.0
ЦБ014197,2022-06,7.0,0.0
ЦБ014197,2023-08,4.0,11.0
ЦБ014197,2024-03,8.0,24.0
ЦБ014202,2022-03,2.0,3.0
ЦБ014207,2022-02,2.0,2.0
ЦБ014207,2023-02,2.0,1.0
ЦБ014207,2023-07,3.0,3.0
ЦБ014207,2023-08,1.0,5.0
ЦБ014207,2024-01,1.0,2.0
ЦБ014207,2024-02,1.0,3.0
ЦБ014207,2024-06,1.0,2.0
ЦБ014207,2024-07,1.0,0.0
ЦБ014207,2024-08,1.0,
ЦБ014213,2022-01,1.0,0.0
ЦБ014216,2022-02,1.0,0.0
ЦБ014217,2023-09,8.0,8.0
ЦБ014218,2022-08,2.0,3.0
ЦБ014218,2023-09,3.0,0.0
ЦБ014219,2022-12,16.0,12.0
ЦБ014219,2023-09,12.0,20.0
ЦБ014221,2024-03,1.0,0.0
ЦБ014232,2022-08,1.0,2.0
ЦБ014232,2023-05,1.0,2.0
ЦБ014232,2023-10,1.0,3.0
ЦБ014232,2023-11,1.0,4.0
ЦБ014233,2023-07,1.0,1.0
ЦБ014233,2023-09,1.0,0.0
ЦБ014233,2024-01,1.0,1.0
ЦБ014233,2024-03,1.0,3.0
ЦБ014234,2023-09,1.0,2.0
ЦБ014234,2024-03,1.0,1.0
ЦБ014234,2024-06,1.0,2.0
ЦБ014235,2023-04,1.0,2.0
ЦБ014235,2023-07,1.0,2.0
ЦБ014235,2023-09,1.0,1.0
ЦБ014235,2024-01,1.0,2.0
ЦБ014235,2024-03,1.0,3.0
ЦБ014235,2024-04,1.0,0.0
ЦБ014235,2024-05,1.0,2.0
ЦБ014235,2024-07,1.0,1.0
ЦБ014236,2023-09,1.0,1.0
ЦБ014236,2024-01,1.0,2.0
ЦБ014236,2024-03,1.0,3.0
ЦБ014236,2024-04,1.0,4.0
ЦБ014236,2024-07,1.0,1.0
ЦБ014237,2022-06,2.0,4.0
ЦБ014237,2024-01,2.0,0.0
ЦБ014240,2022-02,8.0,8.0
ЦБ014240,2022-03,8.0,12.0
ЦБ014240,2022-06,1.0,9.0
ЦБ014240,2022-11,4.0,8.0
ЦБ014240,2023-02,4.0,12.0
ЦБ014240,2023-09,8.0,16.0
ЦБ014240,2023-10,2.0,34.0
ЦБ014240,2023-12,16.0,32.0
ЦБ014240,2024-04,1.0,15.0
ЦБ014240,2024-06,4.0,11.0
ЦБ014248,2022-03,1.0,0.0
ЦБ014249,2022-04,1.0,0.0
ЦБ014254,2023-12,1.0,0.0
ЦБ014257,2024-02,1.0,1.0
ЦБ014260,2024-04,1.0,0.0
ЦБ014262,2022-01,1.0,1.0
ЦБ014262,2022-04,1.0,2.0
ЦБ014262,2022-06,1.0,0.0
ЦБ014262,2022-07,1.0,2.0
ЦБ014262,2022-11,1.0,2.0
ЦБ014262,2022-12,1.0,5.0
ЦБ014262,2023-02,1.0,1.0
ЦБ014262,2023-04,1.0,2.0
ЦБ014262,2023-05,2.0,3.0
ЦБ014262,2023-07,1.0,1.0
ЦБ014262,2023-08,1.0,1.0
ЦБ014262,2023-12,1.0,2.0
ЦБ014262,2024-04,3.0,10.0
ЦБ014262,2024-05,1.0,4.0
ЦБ014263,2022-11,1.0,1.0
ЦБ014263,2023-09,1.0,1.0
ЦБ014263,2024-03,1.0,2.0
ЦБ014263,2024-07,1.0,2.0
ЦБ014264,2024-05,1.0,0.0
ЦБ014265,2023-02,1.0,0.0
ЦБ014266,2024-07,1.0,1.0
ЦБ014267,2024-03,1.0,0.0
ЦБ014283,2022-01,1.0,0.0
ЦБ014283,2022-02,1.0,0.0
ЦБ014284,2022-04,1.0,0.0
ЦБ014285,2022-08,1.0,0.0
ЦБ014285,2022-12,2.0,1.0
ЦБ014285,2023-04,1.0,4.0
ЦБ014285,2023-08,2.0,4.0
ЦБ014285,2023-10,1.0,1.0
ЦБ014285,2023-11,1.0,2.0
ЦБ014286,2022-04,2.0,6.0
ЦБ014286,2022-06,2.0,4.0
ЦБ014286,2023-07,2.0,2.0
ЦБ014286,2023-11,2.0,4.0
ЦБ014286,2023-12,2.0,12.0
ЦБ014286,2024-01,2.0,2.0
ЦБ014287,2023-07,2.0,1.0
ЦБ014288,2023-03,4.0,4.0
ЦБ014288,2024-01,2.0,8.0
ЦБ014289,2022-01,4.0,2.0
ЦБ014294,2022-03,1.0,4.0
ЦБ014294,2022-07,2.0,2.0
ЦБ014294,2022-12,2.0,0.0
ЦБ014294,2023-05,4.0,10.0
ЦБ014294,2024-01,2.0,2.0
ЦБ014294,2024-04,1.0,1.0
ЦБ014294,2024-05,2.0,3.0
ЦБ014297,2023-05,5.0,1.0
ЦБ014297,2024-03,1.0,0.0
ЦБ014299,2022-08,2.0,0.0
ЦБ014318,2023-01,1.0,1.0
ЦБ014318,2023-08,1.0,2.0
ЦБ014321,2022-10,1.0,2.0
ЦБ014321,2023-04,1.0,2.0
ЦБ014321,2023-05,1.0,2.0
ЦБ014321,2024-07,1.0,2.0
ЦБ014322,2023-12,1.0,0.0
ЦБ014326,2023-05,1.0,2.0
ЦБ014336,2022-12,1.0,0.0
ЦБ014336,2023-01,1.0,3.0
ЦБ014336,2023-02,1.0,5.0
ЦБ014336,2023-07,1.0,1.0
ЦБ014336,2023-10,1.0,2.0
ЦБ014337,2023-04,1.0,1.0
ЦБ014337,2024-02,1.0,2.0
ЦБ014337,2024-07,1.0,0.0
ЦБ014338,2022-09,1.0,4.0
ЦБ014338,2023-01,1.0,2.0
ЦБ014338,2023-02,1.0,2.0
ЦБ014338,2023-10,1.0,3.0
ЦБ014338,2024-02,1.0,2.0
ЦБ014338,2024-05,1.0,1.0
ЦБ014338,2024-07,1.0,0.0
ЦБ014339,2023-10,1.0,0.0
ЦБ014347,2022-03,2.0,3.0
ЦБ014347,2022-04,2.0,5.0
ЦБ014347,2022-08,2.0,3.0
ЦБ014347,2023-03,3.0,3.0
ЦБ014347,2023-05,2.0,4.0
ЦБ014347,2023-06,2.0,6.0
ЦБ014347,2023-07,2.0,8.0
ЦБ014347,2023-10,4.0,0.0
ЦБ014347,2024-01,2.0,2.0
ЦБ014347,2024-06,2.0,8.0
ЦБ014347,2024-07,4.0,16.0
ЦБ014348,2022-02,3.0,6.0
ЦБ014348,2022-03,1.0,11.0
ЦБ014348,2022-04,1.0,3.0
ЦБ014348,2022-05,2.0,3.0
ЦБ014348,2022-09,2.0,5.0
ЦБ014348,2022-10,1.0,7.0
ЦБ014348,2022-12,1.0,3.0
ЦБ014348,2023-02,1.0,8.0
ЦБ014348,2023-05,2.0,2.0
ЦБ014348,2023-06,1.0,5.0
ЦБ014348,2023-07,1.0,6.0
ЦБ014348,2023-08,3.0,0.0
ЦБ014348,2023-09,2.0,3.0
ЦБ014348,2023-10,1.0,6.0
ЦБ014348,2023-11,1.0,2.0
ЦБ014348,2024-03,1.0,7.0
ЦБ014348,2024-05,1.0,2.0
ЦБ014348,2024-06,1.0,1.0
ЦБ014348,2024-07,1.0,4.0
ЦБ014349,2023-09,1.0,1.0
ЦБ014355,2022-09,4.0,1.0
ЦБ014355,2023-05,1.0,0.0
ЦБ014358,2023-11,1.0,1.0
ЦБ014358,2024-07,1.0,0.0
ЦБ014360,2022-10,1.0,1.0
ЦБ014360,2023-12,1.0,0.0
ЦБ014364,2022-06,0.0,1.0
ЦБ014368,2022-06,4.0,18.0
ЦБ014368,2022-12,1.0,17.0
ЦБ014368,2023-09,2.0,15.0
ЦБ014368,2023-12,2.0,13.0
ЦБ014368,2024-02,2.0,11.0
ЦБ014369,2023-08,8.0,3.0
ЦБ014371,2024-01,1.0,0.0
ЦБ014378,2023-04,1.0,2.0
ЦБ014378,2023-09,1.0,0.0
ЦБ014379,2022-02,1.0,0.0
ЦБ014379,2023-01,1.0,0.0
ЦБ014379,2023-03,1.0,4.0
ЦБ014379,2024-01,1.0,1.0
ЦБ014379,2024-02,1.0,1.0
ЦБ014379,2024-03,1.0,3.0
ЦБ014379,2024-05,1.0,2.0
ЦБ014380,2023-05,1.0,1.0
ЦБ014380,2023-06,1.0,0.0
ЦБ014382,2022-08,1.0,1.0
ЦБ014382,2022-11,1.0,0.0
ЦБ014382,2023-04,1.0,1.0
ЦБ014391,2022-06,1.0,0.0
ЦБ014391,2022-07,1.0,0.0
ЦБ014400,2022-09,1.0,9.0
ЦБ014400,2023-02,2.0,7.0
ЦБ014400,2023-07,1.0,6.0
ЦБ014400,2023-10,3.0,5.0
ЦБ014400,2023-11,1.0,5.0
ЦБ014400,2023-12,2.0,8.0
ЦБ014400,2024-03,2.0,13.0
ЦБ014400,2024-06,1.0,3.0
ЦБ014400,2024-07,6.0,3.0
ЦБ014410,2023-04,1.0,0.0
ЦБ014411,2023-04,1.0,0.0
ЦБ014417,2022-07,0.0,3.0
ЦБ014417,2022-09,3.0,4.0
ЦБ014417,2022-10,1.0,3.0
ЦБ014417,2023-05,1.0,5.0
ЦБ014417,2023-07,1.0,2.0
ЦБ014417,2024-03,1.0,1.0
ЦБ014417,2024-05,1.0,3.0
ЦБ014417,2024-06,1.0,2.0
ЦБ014417,2024-07,1.0,4.0
ЦБ014418,2022-03,1.0,1.0
ЦБ014418,2022-09,2.0,4.0
ЦБ014418,2023-05,1.0,1.0
ЦБ014418,2023-07,1.0,4.0
ЦБ014418,2024-05,2.0,2.0
ЦБ014418,2024-06,2.0,2.0
ЦБ014419,2023-05,5.0,0.0
ЦБ014420,2022-11,2.0,0.0
ЦБ014422,2023-08,1.0,1.0
ЦБ014422,2023-09,1.0,2.0
ЦБ014422,2023-12,2.0,2.0
ЦБ014423,2023-01,1.0,1.0
ЦБ014423,2023-04,1.0,2.0
ЦБ014423,2023-11,1.0,0.0
ЦБ014423,2023-12,1.0,1.0
ЦБ014426,2023-10,1.0,2.0
ЦБ014430,2023-08,1.0,0.0
ЦБ014434,2023-04,2.0,12.0
ЦБ014434,2023-08,8.0,4.0
ЦБ014456,2022-01,1.0,0.0
ЦБ014456,2023-05,1.0,3.0
ЦБ014456,2023-10,1.0,1.0
ЦБ014459,2022-01,1.0,16.0
ЦБ014459,2022-03,2.0,14.0
ЦБ014459,2022-05,1.0,11.0
ЦБ014459,2022-06,2.0,9.0
ЦБ014459,2022-07,2.0,6.0
ЦБ014459,2022-08,3.0,3.0
ЦБ014459,2022-09,3.0,0.0
ЦБ014459,2022-10,3.0,0.0
ЦБ014459,2023-02,1.0,0.0
ЦБ014459,2023-07,2.0,8.0
ЦБ014459,2023-10,2.0,0.0
ЦБ014459,2023-11,6.0,0.0
ЦБ014459,2024-04,1.0,18.0
ЦБ014459,2024-07,5.0,41.0
ЦБ014461,2023-08,1.0,1.0
ЦБ014461,2023-09,-1.0,1.0
ЦБ014481,2022-01,1.0,2.0
ЦБ014481,2023-07,1.0,0.0
ЦБ014485,2022-01,1.0,1.0
ЦБ014485,2022-07,1.0,0.0
ЦБ014506,2022-01,1.0,3.0
ЦБ014506,2022-09,0.0,7.0
ЦБ014506,2023-03,2.0,3.0
ЦБ014506,2023-05,2.0,3.0
ЦБ014512,2022-05,1.0,3.0
ЦБ014512,2022-10,2.0,2.0
ЦБ014512,2023-09,1.0,2.0
ЦБ014512,2023-11,1.0,3.0
ЦБ014512,2024-07,1.0,3.0
ЦБ014524,2022-10,2.0,4.0
ЦБ014524,2023-07,1.0,1.0
ЦБ014524,2023-11,0.0,2.0
ЦБ014524,2024-01,1.0,1.0
ЦБ014526,2022-04,4.0,4.0
ЦБ014526,2022-12,4.0,8.0
ЦБ014526,2023-04,0.0,4.0
ЦБ014526,2023-10,4.0,8.0
ЦБ014526,2024-05,4.0,8.0
ЦБ014528,2022-04,2.0,2.0
ЦБ014528,2022-06,1.0,0.0
ЦБ014528,2022-07,1.0,2.0
ЦБ014528,2022-09,2.0,4.0
ЦБ014528,2022-11,1.0,3.0
ЦБ014528,2023-01,2.0,2.0
ЦБ014528,2024-01,1.0,0.0
ЦБ014528,2024-02,1.0,2.0
ЦБ014528,2024-06,1.0,1.0
ЦБ014528,2024-07,1.0,2.0
ЦБ014532,2023-10,1.0,0.0
ЦБ014536,2022-01,2.0,8.0
ЦБ014536,2022-03,1.0,6.0
ЦБ014536,2022-07,2.0,4.0
ЦБ014536,2022-10,2.0,4.0
ЦБ014536,2023-02,2.0,4.0
ЦБ014536,2023-04,3.0,7.0
ЦБ014536,2023-06,2.0,2.0
ЦБ014536,2023-08,2.0,4.0
ЦБ014536,2023-09,2.0,4.0
ЦБ014536,2024-04,1.0,7.0
ЦБ014536,2024-07,4.0,12.0
ЦБ014538,2022-03,1.0,0.0
ЦБ014538,2023-06,1.0,4.0
ЦБ014538,2024-01,1.0,1.0
ЦБ014538,2024-03,1.0,2.0
ЦБ014538,2024-05,1.0,1.0
ЦБ014547,2022-04,1.0,3.0
ЦБ014547,2023-05,1.0,2.0
ЦБ014557,2022-07,2.0,4.0
ЦБ014557,2022-09,1.0,5.0
ЦБ014557,2023-02,3.0,4.0
ЦБ014557,2023-04,1.0,1.0
ЦБ014557,2023-07,1.0,0.0
ЦБ014557,2024-05,1.0,4.0
ЦБ014557,2024-07,2.0,0.0
ЦБ014560,2022-08,1.0,0.0
ЦБ014568,2023-06,1.0,0.0
ЦБ014578,2023-02,1.0,0.0
ЦБ014590,2022-02,2.0,7.0
ЦБ014590,2022-03,1.0,4.0
ЦБ014590,2022-06,2.0,4.0
ЦБ014590,2022-08,1.0,2.0
ЦБ014590,2022-10,2.0,6.0
ЦБ014590,2022-11,1.0,7.0
ЦБ014590,2023-01,2.0,2.0
ЦБ014590,2023-03,3.0,7.0
ЦБ014590,2023-04,2.0,2.0
ЦБ014590,2023-05,1.0,3.0
ЦБ014590,2023-07,1.0,3.0
ЦБ014590,2023-08,2.0,6.0
ЦБ014590,2024-03,2.0,2.0
ЦБ014590,2024-05,1.0,3.0
ЦБ014590,2024-07,1.0,3.0
ЦБ014592,2022-12,1.0,2.0
ЦБ014592,2023-09,1.0,1.0
ЦБ014592,2024-04,1.0,6.0
ЦБ014594,2023-12,1.0,1.0
ЦБ014594,2024-02,1.0,2.0
ЦБ014597,2022-02,1.0,2.0
ЦБ014597,2022-03,1.0,2.0
ЦБ014597,2022-06,1.0,4.0
ЦБ014597,2022-07,1.0,1.0
ЦБ014597,2022-08,1.0,2.0
ЦБ014597,2022-09,1.0,4.0
ЦБ014597,2023-02,1.0,2.0
ЦБ014597,2023-06,1.0,2.0
ЦБ014597,2023-07,1.0,2.0
ЦБ014597,2023-08,1.0,4.0
ЦБ014597,2023-11,3.0,7.0
ЦБ014598,2022-02,4.0,11.0
ЦБ014598,2022-03,1.0,6.0
ЦБ014598,2022-04,2.0,7.0
ЦБ014598,2022-05,1.0,5.0
ЦБ014598,2022-06,2.0,3.0
ЦБ014598,2022-07,2.0,4.0
ЦБ014598,2022-08,2.0,6.0
ЦБ014598,2022-09,1.0,5.0
ЦБ014598,2022-10,1.0,4.0
ЦБ014598,2022-11,4.0,10.0
ЦБ014598,2022-12,2.0,6.0
ЦБ014598,2023-01,2.0,4.0
ЦБ014598,2023-02,1.0,5.0
ЦБ014598,2023-03,1.0,3.0
ЦБ014598,2023-04,4.0,8.0
ЦБ014598,2023-06,1.0,3.0
ЦБ014598,2023-07,2.0,3.0
ЦБ014598,2023-08,4.0,5.0
ЦБ014598,2023-09,2.0,11.0
ЦБ014598,2023-11,2.0,4.0
ЦБ014598,2023-12,5.0,9.0
ЦБ014598,2024-02,2.0,5.0
ЦБ014598,2024-04,2.0,12.0
ЦБ014598,2024-06,2.0,3.0
ЦБ014598,2024-07,1.0,2.0
ЦБ014598,2024-08,2.0,
ЦБ014604,2023-09,1.0,0.0
ЦБ014606,2022-04,4.0,9.0
ЦБ014606,2022-11,5.0,10.0
ЦБ014606,2022-12,1.0,8.0
ЦБ014606,2023-01,4.0,10.0
ЦБ014606,2023-08,3.0,1.0
ЦБ014606,2023-09,4.0,4.0
ЦБ014606,2023-10,4.0,11.0
ЦБ014606,2024-04,8.0,16.0
ЦБ014607,2022-04,1.0,1.0
ЦБ014607,2023-02,1.0,1.0
ЦБ014607,2023-08,1.0,2.0
ЦБ014607,2023-10,2.0,3.0
ЦБ014607,2024-02,1.0,4.0
ЦБ014607,2024-05,1.0,2.0
ЦБ014607,2024-07,1.0,3.0
ЦБ014623,2022-03,4.0,42.0
ЦБ014623,2022-06,1.0,20.0
ЦБ014623,2022-07,1.0,20.0
ЦБ014623,2022-10,1.0,19.0
ЦБ014623,2022-12,1.0,18.0
ЦБ014623,2023-05,6.0,16.0
ЦБ014623,2023-06,2.0,16.0
ЦБ014623,2023-09,1.0,3.0
ЦБ014623,2023-10,8.0,16.0
ЦБ014623,2023-11,7.0,34.0
ЦБ014623,2023-12,2.0,1.0
ЦБ014623,2024-01,12.0,30.0
ЦБ014623,2024-04,2.0,13.0
ЦБ014623,2024-05,9.0,12.0
ЦБ014623,2024-06,1.0,9.0
ЦБ014623,2024-07,3.0,9.0
ЦБ014624,2022-03,1.0,6.0
ЦБ014624,2022-09,4.0,190.0
ЦБ014624,2022-10,12.0,90.0
ЦБ014624,2023-04,10.0,70.0
ЦБ014624,2023-05,10.0,70.0
ЦБ014624,2023-10,17.0,51.0
ЦБ014624,2023-11,2.0,51.0
ЦБ014624,2024-02,4.0,47.0
ЦБ014624,2024-04,8.0,27.0
ЦБ014624,2024-05,12.0,27.0
ЦБ014624,2024-07,1.0,26.0
ЦБ014625,2022-04,19.0,603.0
ЦБ014625,2022-05,17.0,601.0
ЦБ014625,2022-06,2.0,595.0
ЦБ014625,2022-07,6.0,579.0
ЦБ014625,2022-08,16.0,616.0
ЦБ014625,2022-09,13.0,621.0
ЦБ014625,2022-10,45.0,564.0
ЦБ014625,2022-11,7.0,564.0
ЦБ014625,2023-02,2.0,562.0
ЦБ014625,2023-04,9.0,587.0
ЦБ014625,2023-05,22.0,557.0
ЦБ014625,2023-07,3.0,552.0
ЦБ014625,2023-08,2.0,552.0
ЦБ014625,2023-10,43.0,491.0
ЦБ014625,2023-11,16.0,490.0
ЦБ014625,2023-12,1.0,490.0
ЦБ014625,2024-04,16.0,456.0
ЦБ014625,2024-05,14.0,448.0
ЦБ014625,2024-06,8.0,445.0
ЦБ014625,2024-07,3.0,445.0
ЦБ014626,2022-04,19.0,467.0
ЦБ014626,2022-05,14.0,463.0
ЦБ014626,2022-06,4.0,463.0
ЦБ014626,2022-08,2.0,547.0
ЦБ014626,2022-09,14.0,614.0
ЦБ014626,2022-10,33.0,510.0
ЦБ014626,2022-11,4.0,510.0
ЦБ014626,2023-04,7.0,594.0
ЦБ014626,2023-05,29.0,534.0
ЦБ014626,2023-07,4.0,526.0
ЦБ014626,2023-08,4.0,526.0
ЦБ014626,2023-10,40.0,482.0
ЦБ014626,2023-11,4.0,477.0
ЦБ014626,2023-12,5.0,477.0
ЦБ014626,2024-02,3.0,474.0
ЦБ014626,2024-04,10.0,455.0
ЦБ014626,2024-05,9.0,455.0
ЦБ014626,2024-07,1.0,454.0
ЦБ014640,2022-06,1.0,2.0
ЦБ014640,2023-01,1.0,0.0
ЦБ014642,2023-12,2.0,10.0
ЦБ014655,2022-05,2.0,6.0
ЦБ014655,2022-09,1.0,6.0
ЦБ014655,2023-02,2.0,5.0
ЦБ014655,2023-06,7.0,1.0
ЦБ014655,2023-09,3.0,0.0
ЦБ014655,2023-10,3.0,1.0
ЦБ014655,2023-12,1.0,2.0
ЦБ014655,2024-02,3.0,2.0
ЦБ014655,2024-04,4.0,0.0
ЦБ014655,2024-05,2.0,0.0
ЦБ014655,2024-08,2.0,
ЦБ014656,2022-04,2.0,14.0
ЦБ014656,2022-06,4.0,10.0
ЦБ014656,2023-02,5.0,5.0
ЦБ014656,2023-03,4.0,4.0
ЦБ014656,2023-04,1.0,4.0
ЦБ014656,2023-06,4.0,3.0
ЦБ014656,2023-07,3.0,3.0
ЦБ014656,2023-10,2.0,1.0
ЦБ014656,2023-12,1.0,0.0
ЦБ014657,2023-06,5.0,66.0
ЦБ014657,2023-12,1.0,65.0
ЦБ014657,2024-02,3.0,60.0
ЦБ014657,2024-03,2.0,60.0
ЦБ014657,2024-06,2.0,47.0
ЦБ014657,2024-07,3.0,47.0
ЦБ014659,2022-01,4.0,13.0
ЦБ014659,2022-03,1.0,7.0
ЦБ014659,2022-06,2.0,9.0
ЦБ014659,2022-11,2.0,5.0
ЦБ014659,2023-05,1.0,2.0
ЦБ014659,2023-06,2.0,4.0
ЦБ014659,2023-07,2.0,7.0
ЦБ014659,2024-01,2.0,4.0
ЦБ014659,2024-02,2.0,8.0
ЦБ014659,2024-04,3.0,4.0
ЦБ014659,2024-07,2.0,2.0
ЦБ014660,2022-03,1.0,0.0
ЦБ014674,2022-02,2.0,2.0
ЦБ014674,2022-05,1.0,1.0
ЦБ014674,2023-04,1.0,0.0
ЦБ014674,2023-05,1.0,1.0
ЦБ014674,2023-08,1.0,2.0
ЦБ014674,2023-12,1.0,0.0
ЦБ014674,2024-01,1.0,2.0
ЦБ014674,2024-04,1.0,2.0
ЦБ014675,2022-02,1.0,1.0
ЦБ014675,2022-05,1.0,3.0
ЦБ014675,2022-07,1.0,2.0
ЦБ014675,2023-01,1.0,1.0
ЦБ014675,2023-08,1.0,0.0
ЦБ014684,2023-02,1.0,2.0
ЦБ014684,2023-04,1.0,2.0
ЦБ014684,2023-05,1.0,2.0
